"FoodNumber","FoodGroupCode","FoodName","FoodCategory","Base","Units","Description","Dilution","Comment","EdiblePortion","ACAR","ALCO","BCAR","BCRYPT","BIOT","CA","CHO","CHOL","CL","CMON","CN3","CN6","CU","ENGFIB","FAT","FE","FOLT","FRUCT","GLUC","HFE","I","K","KCALS","KJ","LACT","MALT","MG","MILK","MN","NA","NCF","NHFE","NIACEQU","NMILK","OSUG","P","PANTO","PROT","RET","RIBO","SATFA","SE","STAR","SUCR","THIA","TOTCAR","TOTNIT","TOTSUG","TRANS","VITA","VITB12","VITB6","VITC","VITD","VITE","WATER","ZN","Fruit","DriedFruit","FruitJuice","SmoothieFruit","Tomatoes","TomatoPuree","Brassicaceae","YellowRedGreen","Beans","Nuts","OtherVeg","Beef","Lamb","Pork","ProcessRedMeat","OtherRedMeat","Burgers","Sausages","Offal","Poultry","ProcessedPoultry","GameBirds","WhiteFish","OilyFish","CannedTuna","Shellfish","CottageCheese","CheddarCheese","OtherCheese","AllCheese","AllFish","AllMeat","AllAnimal","CO2e","CO2eRef","FoodAisle"
"37","1E","PASTA VERMICELLI, DRIED","F","100","Grams"," ","1","16/08/04 updated Pasta and pasta suace project 2004 BH","1","0","0","0","0","1","24","80.2","0","100",".18",".04",".62",".34","3.7","1.6","1.6","19",".2",".1","0","0","232","360","1534","0","6.1","47","6.7",".77","2","5.7","1.6","5.7","0","0","179",".8","11.3","0",".03",".23","22","73.5",".3",".17","0","2","6.7","0","0","0",".1","0","0",".3","8.7","1.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,320.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"38","1D","PASTA MACARONI CANNED IN CHEESE SAUCE","F","100","Grams","Orignal data from milk products supplement 1989_x000D_-Updated macros from Tesco, Heinz, Branston varieties 22/06/10 EF","1","Code updated for NDNS rolling prog pilot study.  18/12/06 NK. Updated macros for DNSIYC DR 22/06/10 EF","1","0","0","74","0","2","100","13.9","8","570","1.3",".07",".22",".04",".4","2.9",".3","6",".1",".1","0","6","66","91","384",".5",".2","11","1.6",".1","350","6.25",".3","1.3","0","0","140",".3","3.2","110",".06","1.1","4","12.3",".8","0","74",".5","1.6","0","122",".6",".1","0",".34",".5","79.6",".1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6.4",9.4,0.0,0.0,9.4,1110.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"39","1D","PASTA RAVIOLI CANNED IN TOMATO SAUCE","F","100","Grams"," ","1","16/08/04 updated Pasta and pasta sauce project 2004 BH. Code updated for NDNS rolling prog pilot study.  21/12/06 NK.","1","0","0","78","0","6","14","14.8","1","610",".46",".02",".26","0","1.6","1.4",".8","3",".9","1","0","0","137","77","326","0",".4","11","2.3",".17","400","5.7",".8","1.4","1.1","0","39",".2","2.3","0",".06",".46","3","11.4","1.1",".07","78",".4","3.4",".02","13","0",".1","0","0",".4","78.4",".3","0","0","0","0","17.25","5.45","0","0","0","0","0","6.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,6.75,6.75,320.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"40","1D","PASTA SPAGHETTI CANNED IN BOLOGNESE SAUCE","F","100","Grams","original data cereals supplement 1988","1","Code updated for NDNS rolling prog pilot study.  21/12/06 NK.","1","0","0","290","0","0","18","12.2","4","600","1.42",".01",".06",".03",".9","3",".7","8",".7",".5","0","3","140","86","362","0",".2","14",".7",".16","370","6.25",".7","1.5","1.8","0","45",".4","3.3","0",".03","1.25","2","9.7","1",".07","290",".5","2.5",".13","48","0",".1","0","0",".4","79.1",".4","0","0","0","0","15.25","16.5","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,12.0,12.0,1130.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"41","1D","PASTA,SPAGHETTI, CANNED IN TOMATO SAUCE","F","100","Grams","Updated from 14 products from 5 brands 16.06.11 RS","1","16/08/04 updated Pasta and pasta suace project 2004 BH. Updated for RP pilot study.  19/12/06 NK. Protein, energy, fibres and NaCL updated for RP update 16.06.11 RS","1","0","0","88","0","1","13","14.2","0","400",".04",".01",".11","0",".5",".3",".6","4","1.1","1","0","0","122","62","266","0",".3","9","2.5",".11","260","5.7",".6","1.2","1.9","0","27",".2","1.6","0",".01",".05","2","9.8","1.9",".09","88",".4","4.4","0","15","0",".1","0","0",".3","80.5",".2","0","0","0","0","21.9","14.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,120.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"42","1G","WHITE RICE BASMATI BOILED","F","100","Grams"," ","1","Updated for NDNS rolling programme using flours and grains analytical data sample 2.  NK 19/1/07","1","0","0","0","0","1","14","26.5","0","50",".14",".01",".26",".1",".6",".7",".1","5","0","0","0","0","15","117","498","0","0","6","0",".2","4","5.95",".1","1.1","0","0","30",".2","2.8","0","0",".16","5","26.5","0",".03","0",".5","0","0","0","0","0","0","0",".1","69.5",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"43","1G","WHITE BASMATI RICE DRY","F","100","Grams"," ","1","Updated for NDNS rolling programme using flours and grains analytical data, sample 1.  NK 19/1/07","1","0","0","0","0","1","10","83.7","0","64",".14","0",".15",".27",".9",".5","1.7","12","0","0","0","0","77","351","1497","0","0","21",".1",".74","1","5.95","1.7","3.3","0","0","101",".4","8.1","0","0",".14","16","83.6",".1",".13","0","1.4",".1","0","0","0",".1","0","0",".1","11.3","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"44","1G","RICE BASMATI FRIED IN BLEND OIL","R","100","Grams"," ","1"," ","1","0","0","0","0","1","12","23.2","0","44","9.46","1.15","4.31",".09",".5","18.1",".1","4","0","0","0","2","13","260","1085","0","0","5","0",".18","4","6.32",".1","1","0","0","26",".2","2.5","0","0","2.19","4","23.2","0",".03","0",".4","0","0","0","0","0","0","0","4","55.7",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"45","1G","RICE BASMATI FRIED IN DRIPPING","R","100","Grams"," ","1"," ","1","0","0","0","0","1","12","23.2","17","44","6.3",".11",".51",".1",".5","18",".1","4","0","0","0","1","14","259","1079","0","0","5","0",".18","4","6.32",".1","1","0","0","29",".2","2.5","0","0","9.34","4","23.2","0",".03","0",".4","0",".77","0","0","0","0","0",".1","55.9",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"46","1G","RICE BASMATI FRIED IN LARD","R","100","Grams"," ","1"," ","1","0","0","0","0","1","12","23.2","16","45","7.66",".1","1.79",".09",".5","18",".1","4","0","0","0","0","13","259","1079","0","0","5","0",".18","4","6.32",".1","1","0","0","27",".2","2.5","0","0","7.26","4","23.2","0",".03","0",".4","0","0","0","0","0","0","0",".3","55.9",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"47","1G","RICE BASMATI FRIED IN PUFA OIL","R","100","Grams"," ","1"," ","1","0","0","0","0","1","12","23.2","0","44","4.31",".49","9.88",".09",".5","18.1",".1","4","0","0","0","0","13","260","1085","0","0","5","0",".18","4","6.32",".1","1","0","0","26",".2","2.5","0","0","2.6","4","23.2","0",".03","0",".4","0","0","0","0","0","0","0","4.9","55.7",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"48","1G","RICE BROWN DRIED","F","100","Grams"," ","1","19/08/04 Updated with MW6 BH. Updated for NDNS rolling programme using flours and grains analytical data, sample 13.  NK 23/1/07. Updated for NDNS RP yr2 08/04/10 EF","1","0","0","0","0","4","11","77.1","0","56",".51",".01",".44",".22","1.8","1.5","1","22","0","0","0","0","243","333","1420","0","0","116",".7","2.49","0","5.95","1","6.5","0","0","323",".7","7.7","0",".06",".28","10","76.3",".7",".3","0","1.3",".7","0","0","0",".2","0","0",".4","11.9","1.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"49","1G","RICE, BROWN, BOILED","F","100","Grams"," ","1","27/08/04 Updated with MW6 BH. Updated for NDNS rolling programme using flours and grains analytical data, sample 14.  NK 23/1/07","1","0","0","0","0","2","17","29.2","0","35",".3",".01",".3",".08",".9",".9",".5","7","0","0","0","0","62","132","563","0","0","48",".1",".92","4","5.95",".5","3.2","0","0","125",".3","3.6","0","0",".17","4","29",".1",".11","0",".6",".1","0","0","0",".1","0","0",".1","67",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"50","1G","RICE BROWN FRIED IN BLENDED OIL","R","100","Grams"," ","1"," ","1","0","0","0","0","2","15","25.6","0","31","9.6","1.15","4.34",".07",".8","18.3",".4","6","0","0","0","2","54","274","1142","0","0","42",".1",".81","4","6.32",".4","2.8","0","0","110",".3","3.2","0","0","2.2","4","25.4",".1",".1","0",".5",".1","0","0","0",".1","0","0","4","53.5",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"51","1G","RICE BROWN FRIED IN DRIPPING","R","100","Grams"," ","1"," ","1","0","0","0","0","2","15","25.6","16","31","6.44",".11",".55",".08",".8","18.2",".5","6","0","0","0","1","55","272","1136","0","0","42",".1",".81","4","6.32",".5","2.8","0","0","112",".3","3.2","0","0","9.35","4","25.4",".1",".1","0",".5",".1",".77","0","0",".1","0","0",".1","53.7",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"52","1G","RICE BROWN FRIED IN LARD","R","100","Grams"," ","1"," ","1","0","0","0","0","2","15","25.6","16","31","7.81",".1","1.82",".07",".8","18.2",".5","6","0","0","0","0","55","272","1136","0","0","42",".1",".81","4","6.32",".5","2.8","0","0","110",".3","3.2","0","0","7.27","4","25.4",".1",".1","0",".5",".1","0","0","0",".1","0","0",".3","53.7",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"53","1G","RICE BROWN FRIED IN PUFA OIL","R","100","Grams"," ","1"," ","1","0","0","0","0","2","15","25.6","0","31","4.45",".49","9.92",".07",".8","18.3",".5","6","0","0","0","0","54","274","1142","0","0","42",".1",".81","4","6.32",".5","2.8","0","0","110",".3","3.2","0","0","2.61","4","25.4",".1",".1","0",".5",".1","0","0","0",".1","0","0","4.9","53.5",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"54","1G","RICE WHITE EASY COOK DRIED","F","100","Grams"," ","1","mw6 23_x000D_-updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data sample 7.  NK 19/1/07. Updated for NDNS RP yr2 08/04/10 EF","1","0","0","0","0","3","23","82.4","0","61",".32",".01",".35",".27","1.1","1.1",".4","18","0","0","0","2","156","347","1478","0","0","27","0",".92","2","5.95",".4","6","0","0","159",".8","7","0","0",".23","19","82.3","0",".21","0","1.2","0","0","0","0",".2","0","0","0","11.5","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"55","1G","WHITE RICE EASY COOK BOILED","F","100","Grams"," ","1","mw6 24_x000D_-updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data, sample 8.  NK 24/1/07_x000D_-","1","0","0","0","0","1","20","34.7","0","88",".13","0",".14",".09","0",".4",".1","6","0","0","0","1","18","146","622","0","0","7","0",".25","6","5.95",".1","1.6","0","0","39",".3","3","0","0",".09","7","34.7","0",".05","0",".5","0","0","0","0",".1","0","0","0","67",".3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"56","1G","RICE FLAKES DRIED","F","100","Grams","cereals supplement 1988. Missing data as polished rice raw","1"," ","1","0","0","0","0","3","20","77.7","0","27",".3","0",".42",".18",".5","1.2","8","20","0",".1","0","14","110","329","1400","0","0","13",".2",".87","6","5.95","8","5.5","0","0","100",".6","6.6","0",".05",".26","10","77.5",".1",".21","0","1.1",".2","0","0","0",".3","0","0",".1","12.6","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"57","1G","RICE WHITE LONG GRAIN POLISHED DRIED","F","100","Grams"," ","1","Updated for NDNS rolling programme using flours and grains analytical data sample 5.  NK 19/1/07","1","0","0","0","0","2","16","85.1","0","46",".27","0",".27",".18",".9","1",".3","14","0","0","0","0","87","354","1510","0","0","25",".2","1.05","1","5.95",".3","3.3","0","0","117",".4","6.7","0","0",".25","13","84.8",".2",".12","0","1.1",".2","0","0","0",".1","0","0","0","11.3","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"58","1G","RICE WHITE LONG POLISHED BOILED","F","100","Grams"," ","1","Updated for NDNS rolling programme using flours and grains analytical data sample 6.  NK 19/1/07","1","0","0","0","0","1","8","31.1","0","84",".12","0",".12",".07","0",".4","0","4","0","0","0","0","12","131","560","0","0","5","0",".29","11","5.95","0","1.2","0","0","28",".2","2.8","0","0",".11","5","31.1","0","0","0",".5","0","0","0","0","0","0","0","0","68.2",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"59","1G","RICE WHITE FRIED BLENDED OIL","R","100","Grams"," ","1"," ","1","0","0","0","0","1","7","27.3","0","74","9.44","1.14","4.19",".06","0","17.9","0","4","0","0","0","2","11","273","1140","0","0","4","0",".25","10","6.32","0","1.1","0","0","25",".2","2.5","0","0","2.14","4","27.3","0","0","0",".4","0","0","0","0","0","0","0","3.9","54.6",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"60","1G","RICE WHITE WITH PUFA OIL","R","100","Grams"," ","1"," ","1","0","0","0","0","1","7","27.3","0","74","4.29",".49","9.76",".06","0","17.9","0","4","0","0","0","0","11","273","1140","0","0","4","0",".25","10","6.32","0","1.1","0","0","25",".2","2.5","0","0","2.56","4","27.3","0","0","0",".4","0","0","0","0","0","0","0","4.8","54.6",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"61","1G","WHITE RICE FRIED IN DRIPPING","R","100","Grams"," ","1"," ","1","0","0","0","0","1","7","27.3","16","74","6.28",".11",".39",".08","0","17.7","0","4","0","0","0","1","11","271","1134","0","0","4","0",".25","11","6.32","0","1.1","0","0","27",".2","2.5","0","0","9.29","4","27.3","0","0","0",".4","0",".77","0","0","0","0","0",".1","54.7",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"62","1G","RICE WHITE FRIED IN LARD","R","100","Grams"," ","1"," ","1","0","0","0","0","1","7","27.3","16","74","7.65",".09","1.66",".06","0","17.7","0","4","0","0","0","0","11","271","1134","0","0","5","0",".25","10","6.32","0","1.1","0","0","25",".2","2.5","0","0","7.22","4","27.3","0","0","0",".4","0","0","0","0","0","0","0",".2","54.7",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Rice"
"63","9D","RICE WHITE BOILED IN MILK","R","100","Grams"," ","1"," ","1","0","0","22","0","3","135","12.8","15","104","1.06",".02",".14",".02",".1","4.5",".1","7","0","0","0","33","183","107","454","5","0","14","5",".1","49","7.84",".1","1.2","0","0","118",".6","4.4","36",".24","2.79","2","7.8","0",".04","22",".7","5",".08","40",".8",".1","1.1","0",".1","77.4",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"64","9D","RICE WHITE MILK AND SUGAR","R","100","Grams"," ","1"," ","1","0","0","20","0","3","126","20.9","14","97",".99",".02",".13",".03",".1","4.2",".1","7","0","0","0","31","171","133","565","4.7","0","13","4.7",".09","46","7.83",".1","1.1","8.9","0","109",".5","4.1","34",".22","2.6","2","7.2","9",".03","20",".7","13.6",".07","37",".8",".1","1.1","0",".1","70.5",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"65","9D","RICE WHITE IN SEMI SKIMMED MILK","R","100","Grams"," ","1"," ","1","0","0","8","0","2","137","12.2","8","103",".47",".01",".08",".02",".1","2",".1","4","0","0","0","21","184","83","350","4.5","0","14","4.5",".1","49","7.84",".1","1","0","0","119",".5","4.6","17",".23","1.25","1","7.8","0",".04","8",".7","4.5",".08","18",".8",".1","1.1","0",".1","79.8",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"66","9D","WHITE RICE SEMI SKIMMED MILK AND SUGAR","R","100","Grams"," ","1"," ","1","0","0","7","0","2","128","20.3","7","95",".44",".01",".08",".03",".1","1.9",".1","4","0","0","0","19","172","111","468","4.2","0","13","4.2",".09","46","7.83",".1",".9","8.9","0","111",".5","4.3","16",".21","1.16","1","7.2","9",".03","7",".7","13.1",".07","17",".7",".1","1.1","0",".1","72.7",".6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"67","9D","RICE WHITE BOILED IN SKIMMED MILK","R","100","Grams"," ","1"," ","1","0","0","10","0","2","143","13.4","5","105",".1","0",".04",".02",".1",".4",".1","13","0","0","0","24","191","72","307","5.6","0","16","5.6",".11","53","7.84",".1","1.1","0","0","118",".5","4.6","0",".25",".22","2","7.8","0",".04","10",".7","5.6",".01","2",".9",".1","1.1","0","0","81.4",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
