FoodNumber,FoodName,CO2e,CO2eRef
331,"RICH FRUIT CAKE HOMEMADE NOT ICED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
332,"FRUIT CAKE RICH PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
333,"ICED RICH FRUIT CAKE HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
334,"FRUIT CAKE PLAIN HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
336,"FRESH CREAM GATEAU HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
337,"GINGERBREAD HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
338,"GULAB JAMEN HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
339,"GULAB JAMEN RETAIL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
340,"JAM TARTS PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
341,"JAM TARTS NOT WHOLEMEAL HOMEMADE INDIVDUAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
342,"JAM TREACLE TART WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
343,"JAM TREACLE TART TWO CRUST", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
344,"JELLABI", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
345,"LARDY CAKE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
346,"LEMON CURD TART", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
347,"LEMON MERINGUE PIE HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
348,"MACAROONS OR AMARETTI", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
349,"MADEIRA CAKE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
350,"MERINGUES",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
351,"MERINGUE AND ARTIFICIAL CREAM",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
352,"MERINGUES FILLED WITH WHIPPED CREAM",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
353,"MINCE PIES NOT WHOLEMEAL INDIVIDUAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
354,"MINCE TART NOT WHOLEMEAL LARGE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
355,"MINCEMEAT TART TWO CRUST", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
356,"CHEESE PASTRY COOKED(1/2 LARD 1/2 MARG)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
357,"FLAPJACKS HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
366,"SATA PASTRIES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
367,"CHEESE SCONES NOT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
368,"SCONES, FRUIT, NOT WHOLEMEAL, PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
369,"PLAIN SCONES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
370,"ROCK CAKES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
371,"POTATO SCONES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
372,"WHOLEMEAL SCONES PLAIN", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
373,"SCOTCH PANCAKES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
374,"SPONGE CAKE WITH MARGARINE, JAM FILLING, HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
375,"SPONGE CAKE FATLESS PURCHASED INCLUDING SPONGE FINGERS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
376,"SWISS ROLL/SPONGE NO FAT JAM FILLING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
378,"SPONGE NOT W/MEAL NOT CHOC WITH MARG BUTTER ICING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
379,"SPONGE CAKE/ SWISS ROLL, NOT CHOCOLATE, FRESH CREAM & JAM FILLING, PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
380,"SPONGE JAM FILLED PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
381,"SPONGE CAKE MIX PACKET AS SERVED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
382,"SULTANA LOAF", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
383,"SWISS ROLL INDIVIDUAL CHOCOLATE COATED PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
384,"TEACAKES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
385,"TEACAKES, TOASTED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
386,"CUSTARD SLICE / VANILLA SLICE, PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
387,"WALNUT GATEAUX", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
388,"WALNUT LOAF", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
389,"WELSH CHEESECAKE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
390,"CHOUX PASTRY UNCOOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
391,"CHOUX PASTRY COOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
392,"FLAKY PASTRY UNCOOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
393,"FLAKY PASTRY COOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
394,"FLAKY / PUFF PASTRY, PURCHASED, RAW", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
395,"PASTRY SHORTCRUST RAW ALL MARGARINE NOT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
396,"PASTRY SHORT. COOKED MARGARINE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
397,"PASTRY SHORTCRUST RAW ALL LARD NOT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
398,"PASTRY SHORTCRUST COOKED ALL LARD NOT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
399,"SHORTCRUST PASTRY UNCOOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
400,"SHORTCRUST PASTRY COOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
401,"PASTRY SHORTCRUST RAW CCF/MARGARINE NOT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
402,"PASTRY SHORTCRUST COOKED CCF/MARGARINE NOT WH'MEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
403,"PASTRY SHORTCRUST, PURCHASED, RAW", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
404,"WHOLEMEAL PASTRY UNCOOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
405,"WHOLEMEAL PASTRY COOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
406,"PURCHASED COOKED SHORT PASTRY", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
407,"WHOLEMEAL FRUIT BUN", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
408,"ICED BUN HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
409,"COCONUT PYRAMIDS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
410,"DOUGHNUT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
411,"MELTING MOMENTS HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
413,"VICTORIA SANDWICH WITH JAM FILLING & ICING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
423,"TEACAKES WHOLEMEAL TOASTED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
502,"APPLE CRUMBLE NOT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
503,"FRUIT CRUMBLE NOT APPLE NOT WHOLEMEAL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
504,"BATTER PUDDING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
505,"BREAD PUDDING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
506,"BLANCMANGE MADE WITH WHOLE MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
507,"BREAD AND BUTTER PUDDING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
508,"APPLE CHARLOTTE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
509,"CHEESECAKE BAKED HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
510,"CHEESECAKE WITH FRUIT, PURCHASED, FROZEN OR CHILLED (NOT INDIVIDUAL, NOT LOW FAT)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
511,"CHRISTMAS PUDDING HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
512,"CHRISTMAS PUDDING PURCHASED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
517,"CREME CARAMEL HOMEMADE",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
520,"FRUIT PIE INDIVIDUAL PASTRY TOP & BOTTOM", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
521,"FRUIT PIE 1 CRUST PASTRY MARG", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
523,"FRUIT PIE ONE CRUST PASTRY MADE WITH LARD/MARG", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
524,"FRUIT PIE 1 CRUST (MARG & CCF)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
525,"FRUIT PIE WHOLE MEAL PASTRY ONE CRUST 1/2 LARD 1/2 MARG", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
526,"FRUIT PIE 2 CRUST PASTRY MARG", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
528,"FRUIT PIE 2 CRUSTS MADE WITH MARG & LARD", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
529,"FRUIT PIE 2 CRUST (MARG & CCF)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
530,"FRUIT PIE WHOLEMEAL PASTRY 2 CRUSTS LARD + MARG", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
531,"BLACKCURRANT PIE 1 CRUST(MARG)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
533,"BLACKCURRANT PIE ONE CRUST HALF MARG HALF LARD", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
535,"BL'CURR PIE 1 CRUST W/M PASTRY", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
536,"BL'CURR PIE 2 CRUST (MARG)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
538,"BLACKCURRANT PIE 2 CRUSTS MARG & LARD", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
539,"BL'CURR PIE 2 CRUST (CCF&MARG)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
540,"BLACKCURRANT PIE 2 CRUSTS W/M PASTRY", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
541,"CUSTARD TART LARGE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
542,"EVES PUDDING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
544,"FRUIT FOOL ANY FRUIT HOMEMADE",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
545,"EGG CUSTARD BAKED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
546,"CUSTARD READY TO SERVE CANNED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
547,"CUSTARD WITH POWDER WHOLE MILK AND SUGAR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
548,"CUSTARD MADE WITH SEMI-SKIMMED MILK AND SUGAR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
549,"CUSTARD WITH POWDER SKIMMED MILK AND SUGAR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
550,"INSTANT DESSERT POWDER", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
551,"INSTANT DESERT AS SERVED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
552,"JELLY PACKET CUBES", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
553,"JELLY MADE WITH WATER", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
554,"JELLY MADE WITH WHOLE MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
555,"JUNKET",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
556,"MILK PUDDINGS MADE WITH WHOLE MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
557,"MILK PUDDING MADE WITH SEMI-SKIMMED MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
558,"MILK PUDDING MADE WITH SKIMMED MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
559,"RICE PUDDING CANNED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
560,"BAKED RICE CUSTARD", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
563,"SWEET PANCAKES MADE WITH WHOLE MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
564,"QUEEN OF PUDDINGS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
565,"SOUFFLE SWEET",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
566,"SPONGE PUDDING CANNED (ANY)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
567,"STEAMED SPONGE PUDDING PLAIN", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
568,"STEAMED SPONGE PUDDING WITH DRIED FRUIT", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
569,"STEAMED SPONGE PUDDING WITH SYRUP OR JAM", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
570,"ARCTIC ROLL",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
571,"SUET PUDDING WITH ANIMAL SUET", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
572,"TREACLE TART", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
573,"TRIFLE HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
574,"TRIFLE, FRUIT PURCHASED WITH FRESH CREAM", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
575,"TRIFLE, PURCHASED, FROZEN WITH DAIRY CREAM", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
576,"YORKSHIRE PUDDING MADE WITH WHOLE MILK AND BEEF DRIPPING",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
577,"FRUIT FRITTER FRIED BLEN OIL", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
579,"FRUIT FRITTER FRIED IN PUFA", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
580,"FRUIT FRITTER FRIED COMM BLEND", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
581,"TRIFLE HOMEMADE WITH ARTIFICIAL CREAM", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
582,"CHOCOLATE MOUSSE",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
583,"FRUIT FLAN SPONGE BASE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
584,"RUM BABA; SAVARIN", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
585,"SORBET, FRUIT PURCHASED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
586,"FRUIT PIE/FRIED EG. MC DONALDS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
587,"ANGEL DELIGHT SUGAR FREE WHOLE MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
588,"CHEESECAKE PACKET MIX AS SERVED INC FRUIT TOPPING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
601,"BUTTERMILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
602,"MILK WHOLE SUMMER PASTEURISED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
603,"MILK WHOLE PASTEURISED WINTER",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
604,"MILK WHOLE STERILISED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
605,"MILK WHOLE UHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
